Message,preprocess_message,Label
@user No lo soy lemado,  no lo soy lemado ,0
@user que yo soy fiel tío,  que yo soy fiel tío ,1
"@user ni siquiera llegué para ver las competiciones de Río en directo, solo las barras asimétricas de Aliya",  ni siquiera llegué para ver las competiciones de río en directo  solo las barras asimétricas de aliya ,-1
¡Hola @user! Una pregunta? La visita a la fábrica es gratuita o hay que pagar algo? Un saludo bonicos y bonicas mios!, hola    una pregunta  la visita a la fábrica es gratuita o hay que pagar algo  un saludo bonicos y bonicas mios  ,0
"@user esa está genial en serio, vamos, vamos un día",  esa está genial en serio  vamos  vamos un día ,1
Ya se que soy lo peor pero jo,ya se que soy lo peor pero jo ,-1
"@user somos dos! jaja ahora eres Martín? oye voy para Lima el prox mes, para el reencuentro d la u, avisas si estarás por esos días",  somos dos  jaja ahora eres martín  oye voy para lima el prox mes  para el reencuentro d la u  avisas si estarás por esos días ,0
Algo bueno que le puedo encontrar al incendio de Villava es que esta tan cerca del Instituto... seria una pena que se quemase...,algo bueno que le puedo encontrar al incendio de villava es que esta tan cerca del instituto  seria una pena que se quemase  ,1
"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",el problema de las ofertas ahorita  esque no llegó al mínimo para regalarle a mi amigo secreto  y siento que lo voa estafar ,-1
-Amor 1:02 : Acabo de ver a mi hermana con su pretendiente -Camila Díaz 1:03 : uyyy no te exhaltes es normal jaja -Amor 1:04:Casi le pego,-amor 1:02  acabo de ver a mi hermana con su pretendiente -camila díaz 1:03  uyyy no te exhaltes es normal jaja -amor 1:04  casi le pego ,0
@user se habia puesto octavo pero en la última vuelta se ha puesto 4,  se habia puesto octavo pero en la última vuelta se ha puesto 4 ,1
Tan desesperado que hasta stalkea,tan desesperado que hasta stalkea ,-1
"@user Yo tengo un par, pero son sólo R",  yo tengo un par  pero son sólo r ,0
@user Es una buena forma de dar la bienvenida a mi casa,  es una buena forma de dar la bienvenida a mi casa ,1
me cago en dios ya no soy teen el cumpleaños más triste de mi vida,me cago en dios ya no soy teen el cumpleaños más triste de mi vida ,-1
Me recomendais alguna silla gaming buena please,me recomendais alguna silla gaming buena please ,0
@user tengo que hablar todavía con las librerías pero a ver si cae la primera este mes ya  @user,  tengo que hablar todavía con las librerías pero a ver si cae la primera este mes ya     ,1
@user una oleada de cosas homófobas días anteriores,  una oleada de cosas homófobas días anteriores ,-1
me olvide de un pequeño detalle y ahora debo ir a Wong,me olvide de un pequeño detalle y ahora debo ir a wong ,0
@user @user @user @user @user felicidades chicos !!nosotros como vuestros fans estamos super orgullosos,          felicidades chicos   nosotros como vuestros fans estamos super orgullosos ,1
Tan sólo es un mal día no una mala vida,tan sólo es un mal día no una mala vida ,-1
Que ganas de cagarla y decirle a mis papás que no se quedó donde una amiga si no donde su nuevo novio,que ganas de cagarla y decirle a mis papás que no se quedó donde una amiga si no donde su nuevo novio ,0
"@user ahh ya ya jajaja. Bueno, buenas noches, que descanse",  ahh ya ya jajaja  bueno  buenas noches  que descanse ,1
@user Yo mismo quiero hacerlo pero muchas veces me da pereza y me enfado conmigo mismo,  yo mismo quiero hacerlo pero muchas veces me da pereza y me enfado conmigo mismo ,-1
@user oye pero es carbohidrato,  oye pero es carbohidrato ,0
Soy muy poco cariñoso pero el amor esta,soy muy poco cariñoso pero el amor esta ,1
"@user hoy te he visto (y tu a mi) y no me has saludado, mala gente  (no te dije nada porque ibas acompañada)",  hoy te he visto  y tu a mi  y no me has saludado  mala gente    no te dije nada porque ibas acompañada  ,-1
"Todos vamos a ser puteados mañana, bonita Navidad eh #despedidos",todos vamos a ser puteados mañana  bonita navidad eh  ,0
@user La vida nos lleva por caminos inextricables jajaja Me alegro de que te haya molado el programa de hoy,  la vida nos lleva por caminos inextricables jajaja me alegro de que te haya molado el programa de hoy ,1
"Mi imposible quiere irse a Europa. Yo tenía pequeñas esperanzas sabiendo que era imposible, pero ahora se las lleva para Europa",mi imposible quiere irse a europa  yo tenía pequeñas esperanzas sabiendo que era imposible  pero ahora se las lleva para europa ,-1
@user pero no es lo mismo,  pero no es lo mismo ,0
@user que nos regales con capturas de imagen de tus actividades ya no es sorpresa. Lo sorprendente es que tienes inivitado!,  que nos regales con capturas de imagen de tus actividades ya no es sorpresa  lo sorprendente es que tienes inivitado  ,1
@user y vos tan sano,  y vos tan sano ,-1
"@user @user Vaya. No hemos invitado a nadie, la gente sea ido metiendo sola a la conversación.",    vaya  no hemos invitado a nadie  la gente sea ido metiendo sola a la conversación  ,0
@user @user @user @user @user soy la de atras JAJAJA me meo jo que foto mas chula,          soy la de atras jajaja me meo jo que foto mas chula ,1
Me cago en la puta ola de calor que está haciendo  haber si nos morimos,me cago en la puta ola de calor que está haciendo   haber si nos morimos ,-1
".@user hola, envié un correo debido a que mi usuario está supendido. Quisiera me ayuden con el inconveniente. Gracias",.@user hola  envié un correo debido a que mi usuario está supendido  quisiera me ayuden con el inconveniente  gracias ,0
"@user en eso estamos claros, pero yo tengo fe en que los ticos somos solidarios cuando mas se necesita",  en eso estamos claros  pero yo tengo fe en que los ticos somos solidarios cuando mas se necesita ,1
@user lo siento Juan ya sabes que soy hetero,  lo siento juan ya sabes que soy hetero ,-1
Yo todo feliz por recibir la orden patronal Y DE AHORA EN ADELANTE VA A SER DIGITAL,yo todo feliz por recibir la orden patronal y de ahora en adelante va a ser digital ,0
Tengo hora y media libre en Heredia.,tengo hora y media libre en heredia  ,1
por qué el concurso de #SoyJustDancer es solo para españa? @user,por qué el concurso de  es solo para españa    ,-1
"@user @user ¡Hola, Irene! Para que la participación sea válida tiene que ser a través de Instagram",     hola  irene  para que la participación sea válida tiene que ser a través de instagram ,0
@user @user Bien! Yo no se que tiene el mundo en contra de la tercera generación  Mi fav es la primera pero merece la pena.,    bien  yo no se que tiene el mundo en contra de la tercera generación   mi fav es la primera pero merece la pena  ,1
@user @user mis amigos hablando jodes .... K bonita amistad,    mis amigos hablando jodes  k bonita amistad ,-1
". @user necesito el libro de @user. Y también esa obra q os comento que no acabo de localizar. En breve, pasaré a veros",   necesito el libro de    y también esa obra q os comento que no acabo de localizar  en breve  pasaré a veros ,0
"Buenos dias, vamos a hacer algunos recados y a empezar el dia con energia!!",buenos dias  vamos a hacer algunos recados y a empezar el dia con energia   ,1
@user ni tu como soportas el calor sevillano hija mía,  ni tu como soportas el calor sevillano hija mía ,-1
El viernes dejo de ver a muchas personas por un buen tiempo y ah la,el viernes dejo de ver a muchas personas por un buen tiempo y ah la ,0
"Buen partido a todos @user , suerte en la final de losers y a ver si nos volvemos a ver en la gran final. Saludo a esos casters",buen partido a todos    suerte en la final de losers y a ver si nos volvemos a ver en la gran final  saludo a esos casters ,1
"Ahora que estoy en Madrid casi no puedo hacer fotos chachis, solo a mi careto y no",ahora que estoy en madrid casi no puedo hacer fotos chachis  solo a mi careto y no ,-1
A las 17:30 pillo el bus,a las 17:30 pillo el bus ,0
@user Pablo de día y Paula de noche  Aquí me tenéis. Un verdadero placer chic@s!,  pablo de día y paula de noche   aquí me tenéis  un verdadero placer chic@s  ,1
@user @user @user lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo,      lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ,-1
Tres cosas para lo que no soy buena: 1- cocinar 2- maquillaje 3- cantar. Pero así me quieren,tres cosas para lo que no soy buena  1- cocinar 2- maquillaje 3- cantar  pero así me quieren ,0
@user 👍🏻 aunque mejor todavía no tener caja tonta.  Desde que no veo la tele el día me cunde mucho más,  👍 🏻 aunque mejor todavía no tener caja tonta    desde que no veo la tele el día me cunde mucho más ,1
"@user @user ya lo sé, pobre Uno  Te acompaño en los feels",    ya lo sé  pobre uno   te acompaño en los feels ,-1
@user Seguirme es lo único que tienes que hacer.,  seguirme es lo único que tienes que hacer  ,0
"@user Toca un tema maravilloso, porque sin dejar de ser ficción es algo que podría darse. Un Gran Hermano vol.02",  toca un tema maravilloso  porque sin dejar de ser ficción es algo que podría darse  un gran hermano vol.02 ,1
"Terminarán odiándome, como casi todos los padres que me conocen",terminarán odiándome  como casi todos los padres que me conocen ,-1
Camino a casa solo fueron 3 chelas,camino a casa solo fueron 3 chelas ,0
Hoy ha hecho un día espléndido. En todos los sentidos.,hoy ha hecho un día espléndido  en todos los sentidos  ,1
@user Pues tuvo que ser al ponerme el pijama pq últimamente uso vestidos largos. Tengo un ronchón considerable,  pues tuvo que ser al ponerme el pijama pq últimamente uso vestidos largos  tengo un ronchón considerable ,-1
@user igual Diana desearte una feliz navidad espero la pasé muy bien con la familia Dios te dé muchas bendiciones te amamos,  igual diana desearte una feliz navidad espero la pasé muy bien con la familia dios te dé muchas bendiciones te amamos ,0
amo el fanart de roe deer,amo el fanart de roe deer ,1
Menciono a Sofía en cosas bonitas y ella me lo paga bloqueandome por wa,menciono a sofía en cosas bonitas y ella me lo paga bloqueandome por wa ,-1
@user me pasa exactamente lo mismo,  me pasa exactamente lo mismo ,0
"@user Gracias primito, le haré presente los saludos! Estás invitado si puedes vienes",  gracias primito  le haré presente los saludos  estás invitado si puedes vienes ,1
"Este día sera, muy pero muy largo ..",este día sera  muy pero muy largo  ,-1
"@user si , tengo q ver, para ir a la clínica tengo q pedir mínimo 2 días de vacaciones xq ni carnet tengo y no tengo dias",  si  tengo q ver  para ir a la clínica tengo q pedir mínimo 2 días de vacaciones xq ni carnet tengo y no tengo dias ,0
"@user Mira,así haces ejercicio JAJAJA",  mira  así haces ejercicio jajaja ,1
Más le vale venirse porque hacerme ilusiones está feísimo,más le vale venirse porque hacerme ilusiones está feísimo ,-1
En pocos minutos empieza Combate!! Usa el HT #CbtHastaSiempre y coméntanos que fue lo que más te gusto de tu programa favorito...,en pocos minutos empieza combate   usa el ht  y coméntanos que fue lo que más te gusto de tu programa favorito  ,0
@user jaja ya veremos... Que siempre es mejor poco de calidad que mucho... Espero coincidir con los que quiero... Abrazo crack!,  jaja ya veremos  que siempre es mejor poco de calidad que mucho  espero coincidir con los que quiero  abrazo crack  ,1
hoy ha sido un día muy malo para mi,hoy ha sido un día muy malo para mi ,-1
Cada dia se acerca mas la navidad agamos que todos los niños tengan un motivo x cual sonreir invitalo a tu casa buenos dias!!!!,cada dia se acerca mas la navidad agamos que todos los niños tengan un motivo x cual sonreir invitalo a tu casa buenos dias     ,0
Hoy por primera vez me ha funcionado el sad.,hoy por primera vez me ha funcionado el sad  ,1
Que triste que conozcan el Trap por esos artistas y no por el Trap genuino,que triste que conozcan el trap por esos artistas y no por el trap genuino ,-1
Feliz de ver a mis amigos felices #BuenaVibraAlFin,feliz de ver a mis amigos felices  ,0
@user @user @user me lo pase genial,      me lo pase genial ,1
"Puto, PS4 pro se queda pillado( congelado), pensaba que era solo yo , pero no , ya son varios amigos que es lo mismo",puto  ps4 pro se queda pillado  congelado   pensaba que era solo yo  pero no  ya son varios amigos que es lo mismo ,-1
@user Muchaas!! Y algunas muy bonitaas! Pero es verdad que se tiende a interpretar los 40 principales..,  muchaas   y algunas muy bonitaas  pero es verdad que se tiende a interpretar los 40 principales  ,0
@user bueno igual la veré porque el protagonista es muy guapo,  bueno igual la veré porque el protagonista es muy guapo ,1
Mi consejo para sacar notas molonas es... ESTUDIAD y dejar de bajar tanto a cangas,mi consejo para sacar notas molonas es  estudiad y dejar de bajar tanto a cangas ,-1
Quiero como tener carro para hacer todo rápido,quiero como tener carro para hacer todo rápido ,0
"@user no lo es, tranquila",  no lo es  tranquila ,1
tío q yo me acuerdo que me hice una foto súper chachi saltando en la cama y no la encuentro,tío q yo me acuerdo que me hice una foto súper chachi saltando en la cama y no la encuentro ,-1
La vida es demasiado corta para seguir las reglas...,la vida es demasiado corta para seguir las reglas  ,0
Él se ha ganado un lugar especial en mi corazón.,él se ha ganado un lugar especial en mi corazón  ,1
@user jajajaja la tuya y la d mucha gente seguro!! Pero yo no puedo sin mi melena me muero,  jajajaja la tuya y la d mucha gente seguro   pero yo no puedo sin mi melena me muero ,-1
@user @user @user es que es una reivindicación muy de moda... Ya sabes... de gente pedante como yo,      es que es una reivindicación muy de moda  ya sabes  de gente pedante como yo ,0
"@user Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!",  mis felicitaciones para usted señor presidente  su mensaje fue muy bueno  firme y directo  mi familia y yo le mandamos saludos  ,1
@user ultimo dia hoy? Nooooo  que yo iba el miercoles que vuelvo de las vacaciones.,  ultimo dia hoy  nooooo   que yo iba el miercoles que vuelvo de las vacaciones  ,-1
Siempre ando metida en google buscando imágenes lindas  si me encanta. de lo que sea me gustaría que sean solo para mi pero no se puede,siempre ando metida en google buscando imágenes lindas   si me encanta  de lo que sea me gustaría que sean solo para mi pero no se puede ,0
"@user @user claro jeje lo que sea será, siempre ahí que ser positivo y tener una sonrisa",    claro jeje lo que sea será  siempre ahí que ser positivo y tener una sonrisa ,1
@user que me quiero poner las pulseras en la mano izquierda para que no me molesten al escribir pero,  que me quiero poner las pulseras en la mano izquierda para que no me molesten al escribir pero ,-1
Vamos a trabajar más en ello No puedo volver a ser una persona flemática,vamos a trabajar más en ello no puedo volver a ser una persona flemática ,0
@user aah Ok! Pues está genial porque no da sensación de estar encerrado,  aah ok  pues está genial porque no da sensación de estar encerrado ,1
"16 chocolates Ferrero no fueron suficientes, pa la próxima ojalá me regalen la de 54",16 chocolates ferrero no fueron suficientes  pa la próxima ojalá me regalen la de 54 ,-1
"Dicen que Twitch va mal hoy, pero aún así os pondré stream en 20 mins",dicen que twitch va mal hoy  pero aún así os pondré stream en 20 mins ,0
Que GUSTAZO me da que España le gane a Bélgica en su puta CASA y encima con goles de un CANARIO !,que gustazo me da que españa le gane a bélgica en su puta casa y encima con goles de un canario  ,1
@user muy underground ya mano,  muy underground ya mano ,-1
¿Un poquito de DB película 4 en catalán? Nueva lista en nuestro canal de YouTube   http, un poquito de db película 4 en catalán  nueva lista en nuestro canal de youtube    http ,0
@user la segunda! Of course! Con ese ritmo me imagino que estará genial,  la segunda  of course  con ese ritmo me imagino que estará genial ,1
¿Cuándo se dará cuenta Apple que su navegador #safari no es competitivo sin extensiones?. MOZ no tiene extensiones para safari, cuándo se dará cuenta apple que su navegador  no es competitivo sin extensiones   moz no tiene extensiones para safari ,-1
#SumateAlSi  Que así sean los futuros ataques en Colombia...  http,   que así sean los futuros ataques en colombia    http ,0
"@user es un gran, gran tipo  @user",  es un gran  gran tipo     ,1
Mi móvil no me deja abrir los grupos y tengo unos 600 mensajes así de regalo,mi móvil no me deja abrir los grupos y tengo unos 600 mensajes así de regalo ,-1
Eso sí voy a ir muy muy lenta,eso sí voy a ir muy muy lenta ,0
@user yupiiiiiiiiiiiiiiiiiiiiiiiiiiiii!!!!! es que no os puedo escuchar todo el programa y así os disfruto en mis ratos libres.,  yupiiiiiiiiiiiiiiiiiiiiiiiiiiiii      es que no os puedo escuchar todo el programa y así os disfruto en mis ratos libres  ,1
"Ya tengo fiebre de nuevo y mami ""se puede tomar una pastilla hasta las 12"" valdré verga hasta esa hora",ya tengo fiebre de nuevo y mami  se puede tomar una pastilla hasta las 12  valdré verga hasta esa hora ,-1
alguien que me de algún plan guay pa el lunes?,alguien que me de algún plan guay pa el lunes  ,0
Me acabo de dar cuenta de que hoy un amigo duerme líder. Enhorabuena @user y que mañana sigas así,me acabo de dar cuenta de que hoy un amigo duerme líder  enhorabuena   y que mañana sigas así ,1
Mi profe de comunicación se parece a la profesora Umbridge. Yo sé que en el fondo es malvada y nos quiere ver quedarnos.,mi profe de comunicación se parece a la profesora umbridge  yo sé que en el fondo es malvada y nos quiere ver quedarnos  ,-1
@user el resto puedo dudar pero de ese grupo lo tengo claro,  el resto puedo dudar pero de ese grupo lo tengo claro ,0
Amnesia ✨  Terminas de verlo y no tienes npi de que has visto  Los protas son re lindos 🌚 Esta bien la verdad 👌 http,amnesia ✨   terminas de verlo y no tienes npi de que has visto   los protas son re lindos 🌚 esta bien la verdad 👌 http ,1
La lluvia definitivo que no me tiee piedad cuando ando en bus,la lluvia definitivo que no me tiee piedad cuando ando en bus ,-1
"Me he en encontrado como 8761653729751528763 Colombianos entre Lima y Nasca, Perú.",me he en encontrado como 8761653729751528763 colombianos entre lima y nasca  perú  ,0
@user Denada  porcierto hazme un hueco en tu agenda de combates quiero ver lo que es capaz tu monotype contra el mio,  denada   porcierto hazme un hueco en tu agenda de combates quiero ver lo que es capaz tu monotype contra el mio ,1
@user Dios por mi le daría todo mi dinero pero no tengo y soy menor no tengo tarjeta de PayPal Dios que mal la debe estar pasando,  dios por mi le daría todo mi dinero pero no tengo y soy menor no tengo tarjeta de paypal dios que mal la debe estar pasando ,-1
Quiero comer algo rico pero no hay con quien salir #foreveralone,quiero comer algo rico pero no hay con quien salir  ,0
Qué bueno que las aprovecharon @user @user,qué bueno que las aprovecharon     ,1
Un gilipollas se me ha cruzado entero en una rotonda  y ya le estaba viendo que lo iba a hacer,un gilipollas se me ha cruzado entero en una rotonda   y ya le estaba viendo que lo iba a hacer ,-1
"@user si o si regresaras a Perú baby! Es más, cuando leas esto es probable que estés aquí ya #PorFin",  si o si regresaras a perú baby  es más  cuando leas esto es probable que estés aquí ya  ,0
"@user Me los pusieron hace bien poco en casa de un colega, le dan serio",  me los pusieron hace bien poco en casa de un colega  le dan serio ,1
"El primer año que empecé a vivir lejos de mi casa mami me llamaba todos los días, ya no, se pasan los días y nada, el amor se acaba",el primer año que empecé a vivir lejos de mi casa mami me llamaba todos los días  ya no  se pasan los días y nada  el amor se acaba ,-1
No pude con mi genio y voy a almorzar. Para colmo combinado de pollo con gaseosa,no pude con mi genio y voy a almorzar  para colmo combinado de pollo con gaseosa ,0
"@user mejor así, que solo un grupo selecto lo sepa",  mejor así  que solo un grupo selecto lo sepa ,1
La gente se descojona de mi cuando me indigno y no se lo toman en serio,la gente se descojona de mi cuando me indigno y no se lo toman en serio ,-1
@user he dicho acabadas  Better Call Saul saca en 2017 otra temporada,  he dicho acabadas   better call saul saca en 2017 otra temporada ,0
@user @user ha sido genial conocerte maite te quiero mucho en serio una monada de chica,    ha sido genial conocerte maite te quiero mucho en serio una monada de chica ,1
@user Pero no es pan chino,  pero no es pan chino ,-1
+ a veces se la pedía prestado se molestó y me la vendió para que no la joda. Ahora ella es la que más la usa,+ a veces se la pedía prestado se molestó y me la vendió para que no la joda  ahora ella es la que más la usa ,0
Tuve un sueño muy muy lindo y hoy ando con todas las ganas,tuve un sueño muy muy lindo y hoy ando con todas las ganas ,1
"Quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos, puto verano.",quiero que vuelva el invierno   y ponerme pantalones largos y chaquetas y sudaderas y abrigos  puto verano  ,-1
"- Amor, ¿vamos a ver la vida secreta de tus muscotas? - Hoy no puedo BB - No tienes dinero no? - No - Misio de mierda.", amor   vamos a ver la vida secreta de tus muscotas   hoy no puedo bb  no tienes dinero no   no  misio de mierda  ,0
@user @user @user mi profesor de instituto dice que he suavizado mucho el lenguaje. Con 16 años era más poético,      mi profesor de instituto dice que he suavizado mucho el lenguaje  con 16 años era más poético ,1
@user Jajaja Y al séptimo día descansó (?) Que mal mae Lo siento,  jajaja y al séptimo día descansó    que mal mae lo siento ,-1
"@user los palitos no son bonitos, los puntos sí #sutileza",  los palitos no son bonitos  los puntos sí  ,0
Cada vez que veo a esa muchacha está más guapa,cada vez que veo a esa muchacha está más guapa ,1
@user en España comemos (tragamos) de todo y con tod aquí esta trayectoria política parece normal. Saludos,  en españa comemos  tragamos  de todo y con tod aquí esta trayectoria política parece normal  saludos ,-1
2da semana de talleres de naturaleza!! que nuevos retos vendran??,2da semana de talleres de naturaleza   que nuevos retos vendran   ,0
@user bueno felicidades por el millon de crack que hay en el canal !! soy un suscriptor ya un poco antiguo a por mas DE PERU,  bueno felicidades por el millon de crack que hay en el canal   soy un suscriptor ya un poco antiguo a por mas de peru ,1
tio pero cuando dawn dispara a beth y daryl la dispara a ella inmediatamente y se pone a llorar,tio pero cuando dawn dispara a beth y daryl la dispara a ella inmediatamente y se pone a llorar ,-1
@user @user no tengo catálogo de modelos de polvos azules amiga,    no tengo catálogo de modelos de polvos azules amiga ,0
@user Efectos prácticos. Aprovechar el desorden del rival. Lo hacemos todos,  efectos prácticos  aprovechar el desorden del rival  lo hacemos todos ,1
La lluvia definitivo no me tiene piedad cuando ando en bus,la lluvia definitivo no me tiene piedad cuando ando en bus ,-1
Lo bueno que mñn acaba sus finales,lo bueno que mñn acaba sus finales ,0
"Feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista, Aimee era más para #LaBanda",feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista  aimee era más para  ,1
Cómo me desean feliz navidad si trabajo en 3 horas (?),cómo me desean feliz navidad si trabajo en 3 horas    ,-1
em diez días hace dos años desde que elsa tenia el pelo rapado por un lado,em diez días hace dos años desde que elsa tenia el pelo rapado por un lado ,0
"@user A mí me haces un favor, encantado  @user",  a mí me haces un favor  encantado     ,1
"@user Pobre   Pues aquí me va, atendiendo llamadas en la portería del colegio cual recepcionista telefónico",  pobre    pues aquí me va  atendiendo llamadas en la portería del colegio cual recepcionista telefónico ,-1
"Queda claro que yo solo vivo para viajar~ No necesito casas ni propiedades, solo necesito boletos de avión y mi mapita",queda claro que yo solo vivo para viajar~ no necesito casas ni propiedades  solo necesito boletos de avión y mi mapita ,0
"No me niegues, Señor, tu misericordia; que siempre me protejan tu amor y tu verdad. Salmos 40:11 Buen día a todos",no me niegues  señor  tu misericordia  que siempre me protejan tu amor y tu verdad  salmos 40:11 buen día a todos ,1
dios acabo de recoger mis libros pa segundo de bachillerato y el de historia de españa y el de geografía son jodidamente gordos,dios acabo de recoger mis libros pa segundo de bachillerato y el de historia de españa y el de geografía son jodidamente gordos ,-1
Ya cambiaron al modelo d Paco Rabane. el que estaba antes era un muñequito yico.,ya cambiaron al modelo d paco rabane  el que estaba antes era un muñequito yico  ,0
"@user pues no, algunos lunes son maravillosos...por ejemplo el de hoy! 😜 Hasta mañana!",  pues no  algunos lunes son maravillosos  por ejemplo el de hoy  😜 hasta mañana  ,1
"@user Bueno, al Atleti 2014/15 Juve Olympiacos Malmo, 2015/16 Benfica Galatasaray Astana. Ya tocaba un año serio eh...",  bueno  al atleti 2014/15 juve olympiacos malmo  2015/16 benfica galatasaray astana  ya tocaba un año serio eh  ,-1
"@user ay, ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro...",  ay  ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro  ,0
"@user @user @user @user  ""la Temporada"" era muy prestigiosa. Recuerdo leer las crónicas en las revistas españolas.",           la temporada  era muy prestigiosa  recuerdo leer las crónicas en las revistas españolas  ,1
"Oye, me tenéis un poco abandonada  http",oye  me tenéis un poco abandonada   http ,-1
"Decidme que al final de la gala diréis , QUE COMIENCEN LOS JUEGOS DEL HAMBRE! que al final solo quedará uno  #Gala1GH17",decidme que al final de la gala diréis  que comiencen los juegos del hambre  que al final solo quedará uno    ,0
"@user Los más buenazos, son los medio gruesitos y cortados de forma vertical. Según yo.",  los más buenazos  son los medio gruesitos y cortados de forma vertical  según yo  ,1
"@user Pasa el link de la mas interesante please, por no ver 5 veces lo mismo",  pasa el link de la mas interesante please  por no ver 5 veces lo mismo ,-1
@user @user @user vi ese video hace un tiempo me pareció chevere . Pero no me gusta la canción,      vi ese video hace un tiempo me pareció chevere  pero no me gusta la canción ,0
Hoy pasaremos una hermosa tarde con ellos #ShowNavidad #CasaHogarMamáVictoria,hoy pasaremos una hermosa tarde con ellos   ,1
Mis anteojos están demasiado flojos y eso que tienen meses de comprados,mis anteojos están demasiado flojos y eso que tienen meses de comprados ,-1
"La profesora se pregunta qué pasa con la segurdad jurídica, y yo solo sigo pensando en qué culpa tuvo Fatmagul",la profesora se pregunta qué pasa con la segurdad jurídica  y yo solo sigo pensando en qué culpa tuvo fatmagul ,0
"Mi bebé primero reniega porque tiene hambre, y cuando ya comió un montón, reniega porque está muy llena. La más linda es",mi bebé primero reniega porque tiene hambre  y cuando ya comió un montón  reniega porque está muy llena  la más linda es ,1
@user tanto tiempo siguiéndote y leyendo las cosas bonitas q ponías y ahora ya no me dejas?,  tanto tiempo siguiéndote y leyendo las cosas bonitas q ponías y ahora ya no me dejas  ,-1
@user @user cualquiera diría que estamos deseando pasar frío,    cualquiera diría que estamos deseando pasar frío ,0
Que dicha que me vale todo lo que todo el mundo diga,que dicha que me vale todo lo que todo el mundo diga ,1
"Llevo como una hora repitiendo ""No debí haber bebido ese último Monster"" teniendo que madrugar  Mi vida.",llevo como una hora repitiendo  no debí haber bebido ese último monster  teniendo que madrugar   mi vida  ,-1
Necesito urgente entrar a la gimnasia y al gimnasioo,necesito urgente entrar a la gimnasia y al gimnasioo ,0
Hostia pero si en 15 minutos estreno canal!!!! OMG! El Almacén de Juegos. Bienvenidos jugadores,hostia pero si en 15 minutos estreno canal     omg  el almacén de juegos  bienvenidos jugadores ,1
"@user @user @user Mas bien, penoso desconocimiento diversas realidades del Perú. Ahora anda preocupada x el clásico(!?)",      mas bien  penoso desconocimiento diversas realidades del perú  ahora anda preocupada x el clásico     ,-1
Ya estuviera re descontrolado jajajajja,ya estuviera re descontrolado jajajajja ,0
"@user, muchas gracias. La verdad es que lo tienen fácil para acertar",   muchas gracias  la verdad es que lo tienen fácil para acertar ,1
Pobre pablo  es que soy yo,pobre pablo   es que soy yo ,-1
@user yo solo quiero hacerte trencitas,  yo solo quiero hacerte trencitas ,0
@user @user Pellegrino ha dotado al equipo una gran consistencia defensiva. Y buenos fichajes,    pellegrino ha dotado al equipo una gran consistencia defensiva  y buenos fichajes ,1
@user soy un hombre OCUPADO que no puede estar pendiente de estas cosas,  soy un hombre ocupado que no puede estar pendiente de estas cosas ,-1
Quiero una caldosa y un granizado.,quiero una caldosa y un granizado  ,0
"@user Pero la verdad es que en general no voy mal de motivación... casi al revés, me sobra motivación (y ego",  pero la verdad es que en general no voy mal de motivación  casi al revés  me sobra motivación  y ego ,1
@user @user Eso toca mañana. Hoy me sentía incapaz,    eso toca mañana  hoy me sentía incapaz ,-1
Desde hoy haré mejor las cosas,desde hoy haré mejor las cosas ,0
"@user eso mae!!! Que bueno que te gustó el concierto, me alegra mucho!! A mí también me hacía falta tocar esas piezas!!",  eso mae    que bueno que te gustó el concierto  me alegra mucho   a mí también me hacía falta tocar esas piezas   ,1
@user @user @user No puedo ver esas mariconadas.,      no puedo ver esas mariconadas  ,-1
El quinto día #cousins #Holidays @ Previos Restobar-Pub,el quinto día     previos restobar-pub ,0
@user pues eliges bien lo poco que ves entonces querido amigo,  pues eliges bien lo poco que ves entonces querido amigo ,1
tengo un porrito ya liado.. pero no se para cuando,tengo un porrito ya liado  pero no se para cuando ,-1
"Yo sólo ame, y Di todo d mi..... aunque no soy perfecta, solo tengo un corazón sincero, una mente que te piensa a cada momento. pitufo",yo sólo ame  y di todo d mi  aunque no soy perfecta  solo tengo un corazón sincero  una mente que te piensa a cada momento  pitufo ,0
Se viene algo bueno #Navidad #Imelda #Tronconavideño #Fresas #frambuesas #blueberries @ Imelda,se viene algo bueno         imelda ,1
a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas,a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser buenas mejores amigas ,-1
A pesar de todo...veo sorpresa en el Bernabéu...llamadme loca,a pesar de todo  veo sorpresa en el bernabéu  llamadme loca ,0
"@user ..pero, vamos, yo con cualquier cosica..unos huevos fritos son un manjar (siempre que haya pan para mojar, claro",   pero  vamos  yo con cualquier cosica  unos huevos fritos son un manjar  siempre que haya pan para mojar  claro ,1
